Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Eggless Pav Recipe,25 mins,05 mins,20 mins,2.0,Easy,"3 cups  All Purpose Flour, 1 tbsp  Sugar, 1 tsp  Salt, 3 tbsp  Milk, 1 tbsp  Dry Yeast, 1 tsp  Butter, A pinch of Baking Powder",https://c.ndtvimg.com/2022-08/kk5beb4_pav_625x300_25_August_22.jpg
Nutella Waffles Recipe,20 mins,10 mins,10 mins,2.0,Easy,"250 gm  All Purpose Flour, 60 gm  Sugar, 15 gm  Baking Powder, 1 tsp  Salt, 360 ml  Milk, 120 gm  Butter, melted, 30 gm  Nutella",https://c.ndtvimg.com/2022-08/lt31ivag_waffle_625x300_25_August_22.jpg
Cheese Burst Garlic Bread Recipe,35 mins,15 mins,20 mins,2.0,Easy,"For dough:, 2 cups  All-purpose flour, 2 tbsp  Softened butter, 1/2 tsp  Instant dry yeast, 1/4 tsp  Salt, 1 tsp  Sugar, 2/3 cup  Water, For the filling:, 1/2 cup  Grated mozzarella cheese, 3 tsp  Milk, 3-4  Garlic cloves, 2 tbsp  Softened/ melted butter, Chilli flakes, Oregano",https://c.ndtvimg.com/2022-08/ni3ibm78_garlic-bread_625x300_21_August_22.jpg
Jackfruit Tacos With Dips Recipe,55 mins,30 mins,25 mins,2.0,Easy,"1/2 cup  Masa harina, 1/4 tsp  Salt, 2 tbsp  Vegetable oil, 1 cup  Hot water (more, as needed), Flour (as required, for kneading), 10 pods  Jackfruit meat, 1  Medium onion (sliced), 7-8 pods  Garlic (finely chopped), 1/4 tsp  Red chilli powder, 1 1/2 tsp  Lemon juice, to taste Salt, 3 tbsp  Olive oil, 100 gms  Cheese nacho, 2  Tomatoes (diced), 1/2  Onion (finely chopped), 1/4 bunch  Coriander leaves, 1 inch  Ground cumin, to taste Ground black pepper, 1/2 cup  Vegan mayo, 3 tbsp  Pickled onions, 1 tbsp  Dill (chopped)",https://c.ndtvimg.com/2022-08/1p3tj3i8_taco_625x300_23_August_22.jpg
Tandoori Paneer Pakoda Recipe,45 mins,35 mins,10 mins,2.0,Easy,"200 gms  Paneer, cut into cubes, 3-4 tbsp  Curd, 1 tsp  Lemon juice, 1 cup  Besan, 1/2 tsp  Coriander powder, 1/2 tsp  Turmeric powder, 1 tsp  Cumin powder, 1 tbsp  Tandoori masala, to taste Salt, to taste Red chilli powder, 1/2  tsp Baking powder",https://c.ndtvimg.com/2022-05/sklejhng_aloo-bread-pakoda_625x300_13_May_22.jpg
Egg Lollipop Recipe,20 mins,05 mins,15 mins,2.0,Easy,"6-7  Hard boiled eggs, 1 cup  Refined flour, 2 tbsp  Corn flour, 1 tsp  Red chilli powder, 1 tsp  Turmeric powder, 1 tsp  Black pepper powder, 1 tbsp  Ginger-garlic paste, Water (as required), 1 tbsp  Garlic, chopped, 1 tbsp  Ginger, chopped, 1  Small onion (finely chopped), Bell peppers (chopped), 2 tbsp  Chilli sauce, 1 tbsp  Soya sauce, 1 tsp  Green chilli, Coriander leaves to garnish",https://c.ndtvimg.com/2022-08/4fd643i8_lollipop_625x300_17_August_22.png
Spiced Chia Pudding Recipe,2 hrs 15 mins,2 hrs,15 mins,2.0,Easy,"2 cups  Milk of choice, Pinch of saffron, 1/4 tsp  Ground cardamom, 1/4 tsp  Cinnamon, 1/4 tsp  Vanilla extract or pinch of vanilla bean powder, 6 tbsp  Chia seeds, Pistachios for serving, Berries for serving, Sweetener of your choice for serving",https://c.ndtvimg.com/2022-08/7phg12ro_chia-pudding_625x300_17_August_22.jpg
Tandoori Chicken Popcorn Recipe,45 mins,30 mins,15 mins,4.0,Easy,"250gm  Chicken Breast, to taste Salt, 1 tsp  Red Chilli Powder, 1 tbsp  Ginger-Garlic Paste, 1 tsp  Vinegar, 2 tbsp  Mustard Oil, 3 tbsp  Kashmiri Red Chilli Powder, 300gm  Thick Yogurt, 1 tbsp  Roasted Besan, 1 tbsp  Coriander Powder, 1/2 tsp  Black Salt, 1 tsp  Amchur Powder, 1 tsp  Jeera Powder, 1 tsp  Garam Masala, 1/4 tsp  Turmeric, 1 tsp  Kasuri Methi, 1 tbsp  Ginger-Garlic Paste",https://c.ndtvimg.com/2022-08/mqj082mo_chicken-popcorn_625x300_12_August_22.png
Cheese Egg Roll Recipe,10 mins,05 mins,05 mins,1.0,Easy,"1  Egg, 1 tsp  Salt and Pepper, 1  Shredded Cheese Cube",https://c.ndtvimg.com/2022-08/ja7vjqv_egg-roll_625x300_11_August_22.jpg
Butterscotch Ladoo Recipe,30 mins,20 mins,10 mins,4.0,Easy,"1/2 kg  Cashew Nuts, 350 gm  Sugar, 200 gm  Butterscotch, 100 gm   Almond, 100 gm  Peshawari Pista, 50 gm  Cold Glaze",https://c.ndtvimg.com/2022-08/4s09s9pg_ladoo_625x300_05_August_22.jpg
Coco Orange Recipe,1 hr,30 mins,30 mins,4.0,Easy,"1 kg  Cashew Nuts, 700 gm  Sugar, 150 gm  Coco Nies, 50 gm  Cocoa Powder, 50 gm  Chocolate Glaze, Brown Dust, 4 pieces  Fresh Orange",https://c.ndtvimg.com/2022-08/ueli7lg_coco_625x300_05_August_22.jpg
Kerala-Style Soya Roast Recipe,30 mins,15 mins,15 mins,2.0,Easy,"For Marination:, 3 cups  Soaked Soya Chunks, 1 tsp  Haldi, Salt To Taste, 1 tsp  Coriander Powder, 1 tbsp  Lemon Juice, 1 tbsp  Coconut Oil, Other Ingredients:, 2 tbsp  Coconut Oil, 1 tsp   Saunf, 1 tbsp  Coconut Chunks, 1 tbsp  Ginger Garlic Paste, 2  Green Chillies (Chopped), Red Chilli Powder To Taste, to taste Black Pepper, Water (as required), 1 tsp  Garam Masala",https://c.ndtvimg.com/2022-08/0pmn98t_soya_625x300_03_August_22.jpg
Corn Dogs Recipe,15 mins,10 mins,05 mins,2.0,Easy,"5  Chicken Sausages, 1/2 cup  Maida, 1.5 cup  Maize Flour, 1 cup  Besan, 1 tbsp  Sugar, 1 tsp  Baking Powder, 1 tbsp  Salt, 2 cups  Butter Milk, 1  Egg, 2 tbsp  Oil, 1 tbsp  Honey",https://c.ndtvimg.com/2022-08/080eef58_corn-dog_625x300_03_August_22.jpg
Mile High Chocolate Pastry Recipe,25 mins,15 mins,10 mins,4.0,Easy,"For Layering:, 900gm  Chocolate Sponge, 670gm  Dark Chocolate Cream, 550gm  Light Chocolate Cream, 150ml  Sugar Syrup, For Dark Chocolate Cream:, 300gm  Dark Chocolate Truffle, 50gm  Whipped Cream, For Light Chocolate Cream:, 300gm  Dark Chocolate Truffle, 300gm  Whipped Cream, To Garnish:, 20gm  Chocolate Sponge Crumbs",https://c.ndtvimg.com/2022-08/qvvtrolo_pastry_625x300_02_August_22.jpg
Mango Avocado & Ginger Bruschetta Recipe,25 mins,15 mins,10 mins,4.0,Easy,"1(8 Slice)  Garlic bread Loaf, 2 tbsp Olive Oil, 1 pieces Mango (ripe but firm), 1 pieces Avocado, 1 pieces Onion, 1 pieces Tomato, 1-2 pieces Green Chilies, 1 tsp Ginger, 1/4 cup Green Coriander, 3 tbsp Lemon Juice, 2 pinch  Black pepper crushed, 4 Pinch  Salt",https://c.ndtvimg.com/2024-08/2514rsug_poha_625x300_01_August_24.jpg
Palash Sharbat Recipe,2 hrs 05 mins,2 hrs,05 mins,2.0,Easy,"1/2 cup palash flowers, 1 tbsp fennel seeds, 1/4 tsp cumin powder, 1/4 tsp pepper powder, Mint leaves, as required, 1 tbsp lemon juice, 1 tsp sugar, 2 cups water, Salt, to taste",https://c.ndtvimg.com/2024-06/ifbjjtp_sharbat_625x300_22_June_24.jpg
Almond And Soya Milk Smoothie Recipe,25 mins,15 mins,10 mins,4.0,Easy,"100 gm almond flakes, 750 ml soya milk, 150 g honey, 350 g whole almonds, 200 g banana",https://c.ndtvimg.com/2024-06/cv64vla8_milk_625x300_10_June_24.jpg
Mango Tiramisu Recipe,3 hrs 30 mins,30 mins,3 hrs,6.0,Easy,"250 gms  Mascarpone Cheese, 5  Egg Yolks, 150 gms  Caster Sugar, 200 gms  Semi-whipped cream, 50 ml  Mango Puree, 150 gms  Sliced Alphonso Mangoes, 12  Ladyfinger Biscuits, 60 ml  Kahlua, 200 ml  Homemade Coffee Syrup",https://c.ndtvimg.com/2024-05/9njsj4c8_tiramisu_625x300_27_May_24.jpg
Mangomisu Recipe,2 hrs 17 mins,15 mins,2 hrs 02 mins,4.0,Easy,"300 g savoiardi (ladyfingers), 500 g high-quality mascarpone cheese, 4 medium eggs, 200 g granulated sugar, 30 g espresso coffee powder, 150 ml water, 30 ml kahlua liquor (optional), 100 g mango pulp, 2 fresh alphonso mangoes",https://c.ndtvimg.com/2024-05/3o6ejido_fvc_625x300_07_May_24.jpg
Thai-Mango Coconut Bubble Tea Recipe,04 mins,02 mins,02 mins,1.0,Easy,"120ml Coconut Milk, 120ml Milk, 90g Mango Pulp, 30g Boba Tea Pearls, 15ml Coconut Syrup",https://c.ndtvimg.com/2024-04/1d27rcj_youmee_625x300_25_April_24.jpg
Strawberry Basil Feta Salad Recipe,15 mins,10 mins,05 mins,2.0,Easy,"2  Cups Strawberries, Basil leaves, Feta cheese, PDO from Greece, 6 cups Mix of baby spinach and arugula, 2-3 tbsp Aceto balsamico di modena, PGI from Italy (balsamic vinegar), 3 tbsp Sugar, A handful of walnuts, 2  tbsp Grain mustard, 2-3  tbsp Honey, 1  tsp Black pepper, Pinch of salt",https://c.ndtvimg.com/2024-02/sgqrnpuo_salad_625x300_13_February_24.jpg
Rose Mousse Recipe,2 hrs 20 mins,20 mins,2 hrs,2.0,Easy,"2 cups heavy cream, 1/2 cup powdered sugar, 2 tsp rose water, 1 tsp vanilla extract, 2 tsp rose syrup, Rose petals, for garnish",https://c.ndtvimg.com/2024-02/52mfa818_mousse_625x300_13_February_24.jpg
Shikanji Premix Recipe,15 mins,05 mins,10 mins,,,"4 Tbsp roasted jeera, 4 tbsp roasted black peppercorn, 2 tbsp dry ginger powder, 2 tbsp dry mango powder  2, 2 tbsp black salt, 11-13 tbsp mishri (rock sugar)",https://c.ndtvimg.com/2022-05/iggs43no_pineapple-shikanji_625x300_04_May_22.jpg
Chocolate Tart Recipe,40 mins,20 mins,20 mins,4.0,Easy,"For the mousse:, 500 gm  70% chocolate, 150 gm  Amul cream, 45 gm  Glucose, 7 gm  Gelatin, For the tart:, 250 gm  Butter, 100 gm  Castor sugar, 380 gm  Maida, 2  Eggs",https://c.ndtvimg.com/2023-07/sg88h57g_tart_625x300_07_July_23.jpg
Chana Dal Seekh Kebab Recipe,25 mins,20 mins,05 mins,4.0,Easy,"1 cup chana dal, ½ cup green moong (full), ½ cup chopped cauliflower, 2 boiled potatoes, mashed, 2 onions, roughly chopped, 1 tbsp chopped ginger, 1 tbsp chopped garlic, 6 green chillies, finely chopped, ½ cup mint leaves, finely chopped, ½ cup coriander leaves, finely chopped, ¼ cup lemon juice, 4 green cardamoms, 1 big cardamom (badi elaichi), 2 pieces of 2-inch cinnamon sticks, 6-8 cloves, 8-10 peppercorns, 1 tsp cumin seeds, 1 tbsp coriander seeds, 1 tbsp fennel (saunf) powder, 1 tsp turmeric powder, 1 tsp nutmeg powder, 2 tbsp roasted besan, Salt to taste, 1 tbsp oil, More oil, for shallow-frying",https://c.ndtvimg.com/2023-07/d862gdio_kebab_625x300_07_July_23.jpg
Chocolate Thandai Panna Cotta Recipe,45 mins,30 mins,15 mins,2.0,Easy,"1 tsp  Black Peppercorn, 2 tbsp  Dry Rose Petals, 1/2 cup  Almonds, 2 tbsp  Fennel Seeds, 3 tbsp  Cashew Nuts, 1/4 tsp  Saffron, 2 tbsp  Castor Sugar, 2 tbsp  Poppy Seeds, 9 nos Green Cardamom, 1 cup  Soaked Agar, 1/4 cup  Cadbury Cocoa Powder, 1  Cadbury Dairy Milk Silk, 1/4 cup  Whipped Cream, 1 1/2 cup  Milk, 1/2 cup  Fresh Cream",https://c.ndtvimg.com/2023-07/mjhsphs8_thandai_625x300_05_July_23.jpg
Chocolate Sandesh Recipe,20 mins,10 mins,10 mins,5.0,Easy,"1 cup  Fresh Chenna, 4 tbsp  Grated Cadbury Chocolate, 4 tbsp  Sugar, 1 tbsp  Ghee, Pistachios to garnish",https://c.ndtvimg.com/2023-07/5t43n4tg_sandesh_625x300_05_July_23.jpg
Thai Basil Sangria Recipe,05 mins,03 mins,02 mins,2.0,Easy,"8 Nos Thai Basil Leaves, 1   Lemon Zest, 1  Orange Zest, 150 ml  White Wine, 30 ml  Brandy, 15 ml  Fresh Orange Juice",https://c.ndtvimg.com/2023-07/flu8337g_sangria_625x300_05_July_23.jpg
Watermelon Fresca Recipe,15 mins,05 mins,10 mins,1.0,Easy,"250 gms Watermelon, 200 ml Water, 10 ml Lemon, 5 gram Mint, 15 ml Honey, 20 gram Sugar",https://c.ndtvimg.com/2023-06/adbm1ijg_watermelon-fresca_625x300_16_June_23.jpg
Mixed Fruit Lassi Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1 Cup yoghurt, 1 cup mixed fruits (mango, pineapple, banana), 1 tbsp honey, A pinch of ground cinnamon, A sprig of mint leaves",https://c.ndtvimg.com/2023-06/6lavl8r_mixed-fruit-lassi_625x300_15_June_23.jpg
Kokum Kadi Recipe,40 mins,30 mins,10 mins,4.0,Easy,"15-16  Dried kokum, 4 tbsp  Besan, Water, 1/2 tsp  Cumin seeds, 1/2 tsp  Mustard seeds, 8-10  Curry leaves, 2  Whole red chillies, 2  Green chillies, chopped, 1 tbsp  Garlic, chopped, 2 tsp  Oil, to taste Salt, 1/2-1 tsp  Sugar, Freshly chopped coriander, to garnish, 1/2 tsp  Hing",https://c.ndtvimg.com/2023-06/07k9n9co_kadhi_625x300_14_June_23.jpg
Mogra Sharbat Recipe,30 mins,20 mins,10 mins,4.0,Easy,"1 cup  Mogra (jasmine) flowers, 1/2 cup  Sugar, 1 tsp  Cardamom powder, 1 cup  Water",https://c.ndtvimg.com/2023-04/9792prl_lemonade_625x300_06_April_23.jpg
3-Ingredient Stuffed Mango Kulfi Recipe,40 mins,10 mins,30 mins,2.0,Easy,"300 Ml full fat milk, 3-4  mangoes, 2 tbsp sugar, Pista or saffron, for garnishing",https://c.ndtvimg.com/2023-06/or97l998_mango-kulfi_625x300_13_June_23.jpg
Mango Bubble Tea Recipe,25 mins,10 mins,15 mins,2.0,Easy,"2 ripe mangoes, peeled and diced, 2  brewed black or green tea, cooled, 1  milk, 2  sugar or honey, 1  cooked tapioca pearls",https://c.ndtvimg.com/2023-06/ufqpiomo_mango-bubble-tea_625x300_09_June_23.jpg
Saffron Lemon Drink (South Indian Panaka) Recipe,15 mins,05 mins,10 mins,2.0,Easy,"2  glasses water, 2  lemon, medium sized, 3-4  strands saffron, A pinch of dry ginger, A pinch of elaichi powder, Sugar/jaggery powder, to taste",https://c.ndtvimg.com/2023-04/84a7l9go_lemonade_625x300_06_April_23.jpg
Cucumber Rice Recipe,25 mins,10 mins,15 mins,2.0,Easy,"1 Cup cooked rice, 1 cup cucumber, grated, 1 cup coconut, grated, A handful of coriander leaves, 6-7  cashew nuts, 1/4 cup peanuts, 2  Dry red chillies, 3 tbsp ghee, 1 tsp mustard seeds, 1/2 tsp jeera, 1 tsp urad dal, 1 tsp chana dal, A pinch of hing, 1 sprig of curry leaves, Salt to taste",https://c.ndtvimg.com/2023-05/mc46gao8_rice_625x300_24_May_23.jpg
Mango Shikanji Recipe,20 mins,10 mins,10 mins,1.0,Easy,"2  mangoes, 2 tbsp lemon juice, 1 tsp black salt, 1 tsp jeera powder, 1 tsp chaat masala, 3-4 tsp sugar or honey, A handful of mint leaves, Ice cubes, as required, Water, as required",https://c.ndtvimg.com/2022-05/iggs43no_pineapple-shikanji_625x300_04_May_22.jpg
Variyali Sharbat Recipe,15 mins,05 mins,10 mins,2.0,Easy,"2 Cups water, 1 1/2 tbsp boiled fennel seeds, 1 tbsp sugar syrup, Ice cube, as required, A handful of mint leaves, for garnish",https://c.ndtvimg.com/2023-03/cfifp95_sharbat_625x300_31_March_23.jpg
Mango Litchi Salad Recipe,15 mins,05 mins,10 mins,2.0,Easy,"2  mangoes, diced, 1 cup litchis, peeled, 1  green chilli, melted, 1 tsp chaat masala, A handful of coriander leaves, 1/2 tsp black salt, 1 tsp lemon juice, 1/2 tsp roasted cumin powder",https://c.ndtvimg.com/2023-05/o9h6rvpg_mango-salad_625x300_21_May_23.jpg
Bengali-Style Aam Pora Sharbat Recipe,20 mins,10 mins,10 mins,2.0,Easy,"2  raw mangoes, 1/2 cup sugar, 1 tsp jeera powder (roasted), 1 tsp black pepper powder, 1 tsp black salt, A handful of fresh mint leaves, Ice cubes, as required, 2 cups chilled water",https://c.ndtvimg.com/2023-05/5nsajp2_aam-panna_625x300_01_May_23.jpg
Mango White Chocolate Mousse Recipe,35 mins,05 mins,30 mins,2.0,Easy,"for the mango confit:, 2 cups mango purée, 2 whole mangoes cut in cubes, 1/2 cup glucose powder, 1/2 cup sugar, 1 tbsp pectin NH, 1 tbsp lemon juice, For the white chocolate mousse:, 4 cups cream, 3  vanilla pods, 1  gelatin leaf, 1 cup white chocolate, for the glaze:, 2 cups white chocolate, 1 cup milk, 1 cup mango purée, 1  gelatin leaf",https://c.ndtvimg.com/2023-05/gqjolu18_mango-mossue_625x300_17_May_23.jpg
Nungu Sherbet (Ice Apple Sherbet) Recipe,10 mins,05 mins,05 mins,2.0,Easy,"4  nungu/ice apples/palm fruit, 2-3 glass water, Black salt and sugar, to taste, 2 tsp lemon juice, Ice cubes (optional), Mint leaves, to garnish",https://c.ndtvimg.com/2023-05/ug2veh5o_aam-panna_625x300_02_May_23.jpg
Lemon and Mint Ice Cream Recipe,6 hrs 05 mins,05 mins,6 hrs,3.0,Easy,"50 Ml Vanilla Ice Cream, 5 ml Lemon Juice, 2 ml Lemon Rind, few drops  Lemon Colour, 5   Mint Leaves",https://c.ndtvimg.com/2023-05/46di0ld8_lemon-and-mint-ice-cream_625x300_12_May_23.jpg
Nannari Sharbat Recipe,15 mins,05 mins,10 mins,1.0,Easy,"1  nannari syrup, 4 cups water, 1/4 cup lemon juice, 1/4 tsp black salt (optional), 1 tsp sugar or honey, Ice cubes, Fresh mint leaves (for garnish)",https://c.ndtvimg.com/kokum-sharbat-_625x300_1526985292990.jpg
Elaneer Shake (Tender Coconut Milk Shake) Recipe,10 mins,05 mins,05 mins,,,"1 Cup tender coconut pulp/flesh, 1/2 cup tender coconut water, 1 cup cold milk, 1 tsp sugar, 4 ice cubes (optional), 6-7 cashew nuts or almonds (optional), Pinch of cardamom powder (optional)",https://c.ndtvimg.com/2022-05/io2jvbqo_milkshake_625x300_18_May_22.jpg
Watermelon Shikanji Recipe,15 mins,05 mins,10 mins,2.0,Easy,"4 Cups watermelon, 1/4 cups lemon juice, 1/4 cup sugar or honey, 1/2 tsp black salt, 1/2 tsp roasted cumin powder, 4 cups chilled water, Ice cubes, Mint leaves for garnish",https://c.ndtvimg.com/2023-04/om0lrsn_watermelon_625x300_10_April_23.jpg
Cucumber Mint Mocktail (Without Sugar) Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1  cucumber, peeled and diced, 10   mint leaves, and extra for garnish, 100 ml or 7 tbsp  lemon juice, 2  honey, 1-inch  ginger (optional), 2 cups  club soda/ sparkling water, 1 cup water, or as needed, Ice cubes, as required, Pinch of salt",https://c.ndtvimg.com/2023-05/hhv50q88_mocktail_625x300_01_May_23.jpg
Imli Ka Amlana Recipe,10 mins,05 mins,05 mins,2.0,Easy,"Half cup soaked imli, deseeded, Sugar, as per taste, A pinch of freshly ground black pepper, A pinch of freshly ground cardamom, Black salt, as per taste, 1 tbsp mint leaves, freshly chopped, Ice cubes, to garnish",https://i.ndtvimg.com/i/2017-08/aam-panna_650x400_81503386858.jpg
Mango Sorbet Recipe,15 mins,05 mins,10 mins,2.0,Easy,"4 Cups frozen mango pieces, 2-3 tbsp lemon juice, 7 tbsp sugar, A pinch of salt, ¼ cup water, or as required",https://c.ndtvimg.com/2023-03/4dulha8o_mango-drink_625x300_24_March_23.jpg
Maharashtrian Kokomo Sherbet Recipe,15 mins,10 mins,05 mins,2.0,Easy,"1 bowl  Overnight soaked kokum, 1 bowl  Sugar, 2-3 tbsp  Roasted jeera powder, Black salt, as per taste, 3  Sprigs of mint leaves",https://c.ndtvimg.com/kokum-sharbat-_625x300_1526985292990.jpg
Daab Sharbat Recipe,15 mins,05 mins,10 mins,2.0,Easy,"1  tender coconut, 1-1.5 tbsp lemon juice, depending on the amount of water, Sugar, as per taste,, A pinch of salt, Ice cubes, to garnish.",https://c.ndtvimg.com/2018-12/allq93j8_margarita_625x300_17_December_18.jpg
Spiced Beetroot Buttermilk Recipe,15 mins,05 mins,10 mins,2.0,Easy,"2 Cups curds (dahi), 1  beetroot, 1 inch  ginger , chopped, 3  green chillies, chopped, 8-10 mint leaves, 1 tsp jeera (cumin) powder, Rock salt/ regular salt to taste, Water as required, For tempering (optional):, 1/2 tsp black mustard seeds, 1 tsp oil, 10  curry leaves",https://c.ndtvimg.com/2023-04/olnuqdv_buttermilk_625x300_11_April_23.jpg
Cucumber Chaas Recipe,10 mins,05 mins,05 mins,2.0,Easy,"300 gms curds (dahi), 1 Cup cucumber (grated or chopped), 4 tsp mint leaves , chopped, 1 tsp cumin (jeera) powder, 1/2 tsp red chilli powder or 2 green chillies, Salt to taste, coriander leaves (for garnish), grated",https://c.ndtvimg.com/2021-03/o7voj198_masala-chaas_625x300_23_March_21.jpg
Mango Ginger Lemonade Recipe,10 mins,05 mins,05 mins,1.0,Easy,"2 Cups fresh mango chunks, 1/4 cup freshly squeezed lemon juice, 1/4 cup honey, 1 tbsp grated ginger, 4 cups water, Ice cubes, Lemon wedges, to garnish",https://i.ndtvimg.com/i/2017-06/lemonade_625x350_81497268086.jpg
Chocolatey Lassi Recipe,05 mins,03 mins,02 mins,1.0,Easy,"1 tsp Chocolate Flavor, 1 Cup  Ice cubes, 200 Gram Chilled thick yogurt, A pinch of salt, 8 -9 Almonds sliced roasted, 2 Tbsp Water",https://c.ndtvimg.com/2023-03/66fk098_chocolatey-lassi_625x300_27_March_23.jpg
Chiku Ice Cream Recipe,25 mins,05 mins,20 mins,4.0,Easy,"10  chikus (sapota/ sapodilla), 1/2 Cup fresh cream, 1 Cup sugar, 300 Ml milk (full fat), 1/2 Cup milk powder",https://c.ndtvimg.com/2022-09/oejs38og_popsicle_625x300_02_September_22.jpeg
Taak (Maharashtrian-Style Chaas) Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1 cup  Dahi, 2 cups  Water, to taste Rock salt, 1/2 tsp  Hing, 1 tsp  Jeera powder, 1/2 tsp  Grated ginger, 1/2 tsp  Chopped green chillies, 1 tsp  Freshly chopped coriander leaves",https://c.ndtvimg.com/2020-06/3krhpvgo_chaas-_625x300_01_June_20.jpg
Kale And Quinoa Salad Recipe,40 mins,20 mins,20 mins,2.0,Easy,"1 cup  Quinoa, 1 1/2 cup  Water, 1/2 tsp  Salt, 2 cups  Chopped kale, 1/2 cup  Diced red onion, 1/2 cup  Diced red bell pepper, 1/2 cup  Diced cucumber, 1/4 cup  Crumbled feta cheese, 1/4 cup  Pumpkin seeds, 2 tbsp  Olive oil, 1 tbsp  Lemon juice, 1/4 tsp  Salt",https://c.ndtvimg.com/2023-01/qjdv8gog_salad_625x300_24_January_23.jpg
Chocolate Salami Recipe,10 mins,05 mins,05 mins,10.0,Easy,"400 gms  Biscuits (Marie, Digestive or Tea Biscuits), 1 cup  Powdered sugar, 6 heaped tbsp  Cocoa powder, 200 gms  Melted butter, 100 gms  Melted chocolate (optional), 2  Egg whites, Splash of cold milk",https://c.ndtvimg.com/2023-01/367mk7g_chocolate-salami_625x300_24_January_23.jpg
Sourdough Pastries Recipe,30 mins,20 mins,10 mins,4.0,Easy,"A cranberry blueberry sourdough, A bowl of  Sugar syrup (50 ml), A bowl of  Whipped cream (50 gms), 1 box  Fresh strawberries (5-6)",https://c.ndtvimg.com/2023-01/pjtv9fp_pastry_625x300_18_January_23.jpg
Berry Smoothie Bowl Recipe,20 mins,10 mins,10 mins,2.0,Easy,"40 gm  Frozen Mulberry, 40 gm  Frozen Raspberry, 40 gm  Frozen Strawberry, 40 gm  Frozen Blueberry, 100 gm  Frozen Banana, 40 ml  Oat Milk, 30 gm  Yogurt (Skip if making it Vegan), Few fresh berries for garnishing, Banana slices for garnishing, Mixed Seeds, Toasted Almonds, Chia Seeds, Granola for garnishing",https://c.ndtvimg.com/2022-12/lb9pqbkg_berry_625x300_07_December_22.jpg
3-Ingredient Oreo Milkshake Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1 cup  Milk, 2-3  Scoops of vanilla/chocolate ice cream, 10-12  Sandwich cookies",https://c.ndtvimg.com/2022-11/74g667s8_oreo_625x300_18_November_22.jpg
South Indian-Style Cucumber Chutney Recipe,20 mins,10 mins,10 mins,2.0,Easy,"1  Cucumber, 2  Green chillies, 1/2 tsp  Cumin, 1/2 tsp  Mustard seeds, A pinch of Hing, 2  Garlic cloves, 1/2 tsp  Urad dal, 1/2 tsp  Chana dal, to taste Tamarind pulp, to taste Salt, for garnishing Coriander leaves, 1 tsp  Curry leaves, 1  Whole red chilli, 2 tsp  Oil",https://c.ndtvimg.com/2022-11/rpolu0vg_chutney_625x300_16_November_22.png
Melon X'mas Tree Recipe,20 mins,05 mins,15 mins,2.0,Easy,"Watermelon, Whipped cream, Choco-chips/dry fruits/sparkles",https://c.ndtvimg.com/2022-11/jd1usgu8_melon_625x300_13_November_22.jpg
Sexy Spinach Recipe,10 mins,05 mins,05 mins,1.0,Easy,"1/2 cup  Spinach, 1/2 cup  Green grapes, 1/2 cup  Cucumber, 1 cup  Water, 1/2 cup  Mint",https://c.ndtvimg.com/2022-11/0mn2d8so_smoothie_625x300_02_November_22.jpg
