Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
आलू कुर्मा रेसिपी (Aloo qorma   Recipe),1 घंटा 10 मिनट,20 मिनट,50 मिनट,4,मीडियम,"8 मीडियम आलू, दही का मिश्रण बनाने के लिए:, 10 ग्राम अदरक पेस्ट, 20 ग्राम लहसुन पेस्ट, 3 ग्राम लाल मिर्च पाउडर, 6 ग्राम धनिया पाउडर, 125 ग्राम दही, कुकिंग सामग्री:, 90 ग्राम देसी घी, 4  हरी इलाइची, (पानी के साथ मिलाकर पेस्ट बना लें। )  काजू , रोस्टेड, स्वादानुसार नमक, 1 टी स्पून हरी इलाइची पाउडर, 1.5 ग्राम कालीमिर्च पाउडर, एक चुटकी जायफल पाउडर, 1 टी स्पून नींबू का रस, 3 टेबल स्पून डेयरी क्रीम, 20 ग्राम हरा धनिया",https://c.ndtvimg.com/2018-09/q5dcf9mg_dum-aloo_625x300_10_September_18.jpg
हरियाली बिरयानी रिसोटो रेसिपी (Hariyali Biryani Risotto   Recipe),50 मिनट,15 मिनट,35 मिनट,2,मीडियम,"10 gms जैतून का तेल, 10 ग्राम मक्खन, 10 ग्राम प्याज, 5 ग्राम सेलेरी, 5 ग्राम लीक, 1 ग्राम चिली फलेक्स, 20 ग्राम मटर, 30 ग्राम ब्रॉकली, 20 ग्राम बीन्स, 30 ग्राम पुदीने, धनिया पेस्तो, 200 ग्राम रिसोटा, 60 ग्राम क्रीम, 5 ग्राम नमक, 1  कालीमिर्च, गार्निश करने के​ लिए:, 1 ग्राम पुदीने के पत्ते",https://c.ndtvimg.com/2019-02/6ihhss5o_jjj_625x300_01_February_19.jpg
एगलेस वनीला मफिन्स रेसिपी (Eggless vanilla muffins   Recipe),55 मिनट,10 मिनट,45 मिनट,15,मीडियम,"325 F-160C  ओवन तापमान, 2 कप आटा, 2 टी स्पून बेकिंग पाउडर, 1/2 कप मक्खन, 1/2 कप चीनी(पाउडर), 1 कप दूध, 2 टी स्पून सिरका, 2 टी स्पून वनीला, (वैकल्पिक)  चॉकलेट चिप्स, 20  ओवन फ्रूफ मफिन्स मोल्डस",https://c.ndtvimg.com/2018-12/ud4qklv8_muffins_625x300_05_December_18.jpg
मिक्स फ्रूट दानिश रेसिपी (Mix fruit danish   Recipe),55 मिनट,15 मिनट,40 मिनट,2,आसान,"बटर ब्लॉक के लिए:, 225 ग्राम मक्खन, 25 ग्राम मैदा, दानिश पेस्ट्री:, 500 ग्राम मैदा, 9 ग्राम नमक, 25 ग्राम चीनी, 19 ग्राम ग्लूटिन, 19 ग्राम फ्रेश यीस्ट, 5  ब्रेड इम्प्रूवर, 21 ग्राम मक्खन",https://c.ndtvimg.com/2018-11/0nktu138_drink_625x300_26_November_18.jpg
टाइनी वड़ा पाव रेसिपी (Tiny vada pao   Recipe),45 मिनट,10 मिनट,35 मिनट,2,मीडियम,"आलू का मिश्रण बनाने के लिए:, 1 टेबल स्पून लहसुन , बारीक कटा हुआ, 1 टी स्पून अदरक, बारीक कटा हुआ, 1 टी स्पून जीरा, 1 टेबल स्पून धनिया, जीरा पाउडर, 1 टी स्पून लाल मिर्च/तेज लाल मिर्च, 1/2 टी स्पून हल्दी, 1 टेबल स्पून नींबू का रस, 1 टेबल स्पून तेल, स्वादानुसार नमक, वड़ा पाव बनाने के लिए:, 3/4 कप बेसन, नमक, 1 टी स्पून लाल मिर्च पाउडर, 1 1/4 कप पानी, तलने के लिए  तेल, 3  पाव, 1 टी स्पून तेल, असेम्बलिंग के लिए:, 1/4 कप इमली की चटनी, 1/4  कप हरी चटनी, 1/8 कप मीठी दही",https://c.ndtvimg.com/2018-11/jkpuup8g_pav-bhaji_625x300_22_November_18.jpg
लो कैलोरी भेल पूरी रेसिपी (Low cal bhel puri   Recipe),15 मिनट,05 मिनट,10 मिनट,2,आसान,"100 ग्राम मुरमुरे, 2 टेबल स्पून इमली का गुदा, 2 टेबल स्पून पुदीने की चटनी, 1/2 टी स्पून चाट मसाला, 3  हरी मिर्च, स्वादानुसार नमक, बीन्स स्प्राउट्स, गार्निशिंग के लिए:, सेव, हरा धनिया",https://c.ndtvimg.com/2018-11/8bod187g_bhel_625x300_14_November_18.jpg
एग रोल रेसिपी (Egg roll   Recipe),20 मिनट,05 मिनट,15 मिनट,4,आसान,"4 (हल्के फेंटे हुए)  अंडे, 4 टी स्पून दूध, 4 टी स्पून मक्खन, 1 कप हंग कर्ड, 1 टी स्पून नमक, 1 टी स्पून हरी मिर्च, बारीक कटा हुआ, 2 टेबल स्पून प्याज, 2 बड़े चम्मच (गार्निशिंग के लिए)  हरा धनिया, नमक और कालीमिर्च",https://c.ndtvimg.com/2018-10/h0aaid1_egg-curry_625x300_30_October_18.jpg
Spicy Grilled Chicken Recipe,1 hr 10 mins,50 mins,20 mins,4,Easy,"For harissa marinade:, 7 dried new mexico chiles or guajillo chiles, 6 oz jarred roasted red peppers, 2 tbsp tomato paste, 4 large garlic cloves, peeled, 1 tsp caraway seeds, toasted and ground, 2 tsp coriander powder, 2 tsp cumin powder, 1 tsp smoked paprika, ½ tsp cayenne pepper, Kosher salt, Juice of 1 large lemon, 2 tbsp extra virgin olive oil, For mango salsa:, 3 ripe mangos, diced, 1 medium red bell pepper, chopped, ½ cup chopped red onion, ¼ cup packed fresh cilantro leaves, chopped, 1 jalapeño, seeded and minced, 1 large lime, juiced, ⅛ to ¼ tsp salt, to taste, For spiced chicken:, 4-6 boneless chicken thighs or breasts, 1 yellow onion, sliced, 2 tbsp harissa, 2 tbsp water, 1 tbsp date syrup, 1 tsp paprika, ½ tsp salt, ½ tsp black pepper, Handful parsley, chopped, Olive oil, 5-6 florets of broccoli",https://c.ndtvimg.com/2024-06/bijvj8p8_chicken_625x300_03_June_24.jpg
Teriyaki Chicken Wings Recipe,1 hr 30 mins,45 mins,45 mins,6,Easy,"1 kg chicken wings, 1/2 cup teriyaki sauce, Sesame seeds and chopped green onions for garnish (optional)",https://c.ndtvimg.com/2023-12/6linuaj_chicken-wings_625x300_10_December_23.jpg
Mangomisu Recipe,2 hrs 17 mins,15 mins,2 hrs 02 mins,4,Easy,"300 g savoiardi (ladyfingers), 500 g high-quality mascarpone cheese, 4 medium eggs, 200 g granulated sugar, 30 g espresso coffee powder, 150 ml water, 30 ml kahlua liquor (optional), 100 g mango pulp, 2 fresh alphonso mangoes",https://c.ndtvimg.com/2024-05/3o6ejido_fvc_625x300_07_May_24.jpg
Truffle Edamame Dumpling Recipe,30 mins,15 mins,15 mins,2,Easy,"For the filling:, 100 gm edamame beans, 100 gm potato, 30 gm salted butter, 30 gm cream, 100 ml water, 10 gm truffle past, Salt and pepper, to taste, For the dim sum dough:, 100 gm wheat starch, 100 gm potato starch, 400 ml water",https://c.ndtvimg.com/2024-04/asvbna18_sdef_625x300_29_April_24.jpg
Cheesy Chips Chaat Recipe,20 mins,10 mins,10 mins,3,Easy,"1 packet  Chips, 1/2 Cup Milk, 6  Cheese Cubes, 2 tsp Peri Peri Masala, 2  Onion, 4  Tomato, 1  Capsicum, 5 sprigs  Coriander Leaves, 2  Green Chillies, 1 Tbsp Chaat Masala, To taste Salt, 1  Lemon",https://c.ndtvimg.com/2024-04/n19tsc4g_chips-chaat_625x300_06_April_24.jpg
Lamb Ouzi Recipe,40 mins,20 mins,20 mins,6,Easy,"For lamb ouzi:, 2 kg fresh labneh, 150 ml sunflower oil, 100 gms tomato paste, Salt, to taste, White pepper, to taste, 20 gms ginger powder, 20 gms cardamom powder, 20 gms turmeric powder, 10 gms saffron, 6-8 pieces of lamb shanks, For rice:, 2 kg white rice, 10 kg chopped garlic, 50 gms ghee, 1 kg minced lamb, 200 gms chopped onions, Salt, to taste, 10 gms white pepper, 20 gms seven spices, 5 pieces whole cardamom, 4 cinnamon sticks, 4 boiled eggs, 200 gm brown onions",https://c.ndtvimg.com/2024-04/06flm7to_lamb_625x300_01_April_24.jpg
"Spinach, Figs And Feta-Stuffed Meat Balls Recipe",30 mins,10 mins,20 mins,4,Easy,"1 bowl minced lamb, 1 cup fresh spinach, chopped, 1/2 cup feta cheese, crumbled, 1 egg, 2 garlic cloves, minced, Dried figs, chopped, 1 tbsp dried oregano, Salt and pepper to taste, Olive for cooking",https://c.ndtvimg.com/2024-03/t6o9qjg_meat-ball_625x300_28_March_24.jpg
Sliced Garlic Chicken Recipe,30 mins,15 mins,15 mins,4,Easy,"5 ml oil, 5 gm diced dry red chilli, 20 gm peeled garlic chop, 10 gm unsalted butter, 15 gm oyster sauce, 5 gm chicken aromat powder, 10 ml chinese cooking wine, 10 ml water, 20 gm onion slices, 5 gm chopped spring onions, 10 gm shredded red capsicum, 200 gm sliced boneless chicken breast, 1/2 egg, 40 gm corn flour, 3 gm salt, 5 ml light soya, 1 gm white pepper powder",https://c.ndtvimg.com/2024-03/c29a59jg_chicken_625x300_14_March_24.jpg
Kunafa Prawns Recipe,20 mins,10 mins,10 mins,10,Easy,"10 prawns, 1 tbsp peri-peri seasoning, 1 tsp dijon mustard, Juice of 1 lemon, 50 gms parsley, 100 gms flour, 1 egg, 150 gms kunafa shreds, Salt, to taste, Oil, for frying",https://c.ndtvimg.com/2024-03/ljt465g8_nusa_625x300_14_March_24.jpg
Crab Xec Xec Recipe,30 mins,10 mins,20 mins,2,Easy,"4 freshly grated coconuts, 10 gm curry leaves, 10 gm green chillies, 4 onions, sliced, 20 gm turmeric powder, 15 gm ginger & garlic, 10 gm cardamom, 10 gm cinnamon, 10 gm cloves, 20 gm black pepper, 1 nutmeg, 20 gm khus khus, 10 gm cumin seeds, 10 gm fennel seeds, 100 gm Kashmiri red chilli, 4 crabs, Salt, to taste, 2 gm tamaric powder, 40 gm onion, chopped, 10 gm green chilli, chopped, 5 gm garlic, chopped, 20 gm tomato, chopped, Salt, to taste",https://c.ndtvimg.com/2024-02/g35du9g_crab_625x300_29_February_24.jpg
Surti Locho Recipe,35 mins,10 mins,25 mins,2,Easy,"4  Urad Dal, 2  Chana Dal, 4  Poha, 1  Sour curd, Water, 2  Ginger chilli paste, 1 tsp Turmeric powder, A pinch of Hing, Salt, 4  Oil, 1 1/2  Fruit Salt, 1  Onions, finely chopped, Sev",https://c.ndtvimg.com/2024-02/m8im0t_locho_625x300_28_February_24.jpg
Pan Seared Scallop Recipe,30 mins,15 mins,15 mins,2,Easy,"Scallop, 50 ml oil, Salt/pepper to taste, 15 gm butter, Togarashi",https://c.ndtvimg.com/2024-02/on2obfsg_scallop_625x300_27_February_24.jpg
Chicken Involtini Recipe,2 hrs 45 mins,15 mins,2 hrs 30 mins,2,Easy,"1 whole chicken (brined), 50 g chopped parsley",https://c.ndtvimg.com/2024-02/bc5pr8tg_tres_625x300_27_February_24.jpg
Khatta Moong Recipe,1 hr 05 mins,40 mins,25 mins,2,Easy,"2 Cups Moong Dal (Whole Green Gram), 1 cup Sour Curd, 2 tsp Red Chilli Powder, 3 tbsp Besan (Chickpea flour), 2 tsp Haldi (Turmeric powder), 2 tsp Dhaniya Powder (Coriander powder), 1 tsp Jeera (cumin seeds), 1 tsp Rye (mustard seeds), 2 nos Green chillies, 5-6 nos Curry leaves, 5-6 nos Ginger slivers, 1/2 cup Coriander Leaves, chopped",https://c.ndtvimg.com/2024-02/5l00mgho_moong-dal_625x300_27_February_24.jpg
Tofu Shawarmas Recipe,35 mins,10 mins,25 mins,2,Easy,"300 gms Tofu, 4 tbsp Oil, 2 nos Garlic cloves, finely chopped, 2 tbsp Ground cumin, 2 tbsp Coriander powder, 2 tsp Turmeric powder, 1 tbsp Red Chilli powder, to taste Salt, 2 tbsp Lemon juice, 1 cup Vegan yoghurt, 6 nos Multigrain wraps, 1/2 cup Onions, sliced, 1/2 cup Tomatoes, sliced, 1/2 cup Cucumber, 4-5 nos Lettuce leaves",https://c.ndtvimg.com/2024-02/po2os9eo_shawarma_625x300_26_February_24.jpg
Tofu Tikka Masala Recipe,1 hr 30 mins,30 mins,1 hr,2,Easy,"500 gms Tofu, 1/2 cup Dairy-free yoghurt, 1 tbsp Lemon Juice, 1 tbsp Ginger-garlic paste, 1 tsp Cumin powder, 2 tsp Coriander Powder, 2 tsp Red chilli powder, 2 tsp Garam Masala, 1 tsp Kashmiri red chilli powder, to taste Salt, 2 tbsp Olive Oil, 1 large Onion, finely chopped, 1/2 tsp Turmeric, 3 medium Tomatoes, finely chopped, 1 cup Coconut Milk, 1/2 cup Coriander Leaves, chopped",https://c.ndtvimg.com/2024-02/6l5gq3bg_tikka-masala_625x300_21_February_24.jpg
Kali Masoor Pulao Recipe,1 hr 10 mins,45 mins,25 mins,3,Easy,"2 Cups Kali masoor dal (black lentils), 2 cups Basmati Rice, 1 tsp Cumin Seeds, 1 large Onion, sliced, 2 medium Tomatoes, chopped, 2 tbsp Ginger Garlic paste, 2 nos Green Chillies, chopped, 1 tsp Turmeric, 1 tsp Coriander Powder, 1 tsp Garam Masala, 1 nos Cinnamon, 4 nos Cardamom pods, 1 nos Bay Leaf, 4 nos Cloves, to taste Salt, Ghee, Coriander Leaves",https://c.ndtvimg.com/2024-02/5bd1hnio_pulao_625x300_15_February_24.jpg
Vegan Dal Makhani Recipe,2 hrs,30 mins,1 hr 30 mins,2,Easy,"1 Cup Urad dal (whole black lentils), 1/4 cup Rajma (kidney beans), 4 cups Water, 3 nos Tomatoes, finely chopped, 1 large Onion, finely chopped, 2 tbsp Ginger-garlic paste, 1 nos Green Chillies, 2 tsp Cumin Seeds, 2 tsp Coriander Powder, 2 tsp Cumin powder, 1/2 tsp Turmeric powder, 1 tsp Red chilli powder, 1 tsp Garam Masala, 2 tbsp Vegan butter, to taste Salt, 1/2 cup Cashew Paste, Coriander Leaves, chopped",https://c.ndtvimg.com/2024-02/ohpng4i_dal-makhani_625x300_14_February_24.jpg
Hibiscus Meet Recipe,04 mins,02 mins,02 mins,1,Easy,"15 ml hibiscus and rosehip syrup, 60 ml whiskey, 2 dashes of orange bitters",https://c.ndtvimg.com/2024-02/i6lavli_cocktail_625x300_13_February_24.jpg
Salmon And Avocado Tartare Passion Fruit Emulsion Recipe,35 mins,30 mins,05 mins,1,Easy,"120 gm  Smoked salmon, 80 gm  Avocado, 15 gm  Cherry tomato red and yellow from the Netherlands, 5 gm  Kiwi from Greece, 40 gm  Passion fruit, 90 gm  Black pepper, 60 gm  Cold pressed olive oil from Spain, 10 gm  Edible flower, 10 gm  Microgreens, 8 gm  Sesame seeds, 10 gm  Garlic, chopped, 2 ml  Sesame oil, 1 gm  Coriander, 10 gm  Honey, 30 gm  Lemon juice, Salt, to taste",https://c.ndtvimg.com/2024-02/elstqkr_kb_625x300_13_February_24.jpg
Strawberry Basil Feta Salad Recipe,15 mins,10 mins,05 mins,2,Easy,"2  Cups Strawberries, Basil leaves, Feta cheese, PDO from Greece, 6 cups Mix of baby spinach and arugula, 2-3 tbsp Aceto balsamico di modena, PGI from Italy (balsamic vinegar), 3 tbsp Sugar, A handful of walnuts, 2  tbsp Grain mustard, 2-3  tbsp Honey, 1  tsp Black pepper, Pinch of salt",https://c.ndtvimg.com/2024-02/sgqrnpuo_salad_625x300_13_February_24.jpg
Rose Mousse Recipe,2 hrs 20 mins,20 mins,2 hrs,2,Easy,"2 cups heavy cream, 1/2 cup powdered sugar, 2 tsp rose water, 1 tsp vanilla extract, 2 tsp rose syrup, Rose petals, for garnish",https://c.ndtvimg.com/2024-02/52mfa818_mousse_625x300_13_February_24.jpg
Quinoa Veggie Burger Recipe,30 mins,20 mins,10 mins,2,Easy,"200 gm  Quinoa, 200 gm  Potato boiled and mashed, 25 gm  Parsley chopped, 20 gm  Cheese cheddar, grated, 10 gm  Ginger, chopped, Salt and black pepper, to taste, 4  Burger buns, 50 gm  Onion, chopped, 250 gm  Fresh bread crumbs, Lettuce leaves, sliced tomato, sliced onion, 100 ml  Oil, 50 gm  Mayonnaise, 10 gm  Cumin powder",https://c.ndtvimg.com/2024-02/6k7q873g_j_625x300_11_February_24.jpg
Apple And Nuttie Ice Cream Sandwich Recipe,20 mins,10 mins,10 mins,4,Easy,"10 nos  Vanilla/plain biscuits (pre-made), 1 bottle  Fudge spread (readymade), 2 nos  Apple, 50 gm  Caramel cream, 300 gm  Vanilla ice cream, Peanuts, or any other kind of nuts, crushed candy or crushed cookies",https://c.ndtvimg.com/2024-02/0gsj4nco_j_625x300_11_February_24.jpg
Choco Cookie Ice Cream Sandwich Recipe,1 hr 15 mins,1 hr,15 mins,4,Easy,"10 Nos Chocolate cookies (pre-made), 3 scoops  Vanilla ice cream, 50  gram Red cherry, 1 medium cup (optional)  Red cherry syrup (readymade)",https://c.ndtvimg.com/2024-02/c93uo8u8_s_625x300_11_February_24.jpg
Walnut Lauki Halwa Recipe,50 mins,20 mins,30 mins,2,Easy,"3  Bottle gourd (lauki), 1 cup Walnuts, finely chopped, 1 cup Milk, to taste Sugar, 3 tbsp Ghee, 1 tsp Cardamom powder, 3-4 nos Saffron strands, Chopped nuts",https://c.ndtvimg.com/2024-02/6gissn9_halwa_625x300_09_February_24.jpg
Zesty Caramel Recipe,04 mins,02 mins,02 mins,1,Easy,"60 ml vodka, 20 ml lemon juice, 10 ml simple syrup, 20 ml caramel syrup, Scoop of ice",https://c.ndtvimg.com/2024-02/1o4a5gm8_cocktail_625x300_09_February_24.jpg
Lemon Chicken Tikka Recipe,1 hr,30 mins,30 mins,2,Easy,"500 gms Boneless chicken, 1/2 cup Hung Curd, 1  tsp Kashmiri red chilli powder, 1 tsp Garam Masala, 1 1/2 tsp Ginger-garlic paste, 1/2 tsp Turmeric powder, 1  tsp Coriander Powder, 1/2 tsp Cumin powder, 3 tbsp Lemon Juice, 1 tbsp Oil, 7-8 nos Wooden skewers, 7-8 nos Lemon slices, 3 tbsp Butter, to taste Salt",https://c.ndtvimg.com/2024-02/ddjcos7g_lemon-chicken-tikka_625x300_05_February_24.jpg
